IdPersonal,Nombre,Cedula,Rol,Especialidad,Estado
46,ALEJANDRO YUNEZ GONZALEZ ,C0000046,,,False
47,ISRAEL MEDRANO RIVERA ,C0000047,,,False
48,JUAN FLORES CASTILLO ,C0000048,,,False
49,ALFREDO SANCHEZ SOLORIO ,C0000049,,,False
50,MIGUEL ANGEL MARTINEZ MORALES ,C0000050,,,False
51,RSNA RSNA RSNA RSNA ,,TEST IMAGENOLOGIA,SIN ESPECIALIDAD,False
52,ALEJANDRA PATRICIA BOCANEGRA BARRIOS ,123456,PATOLOGO ADMIN,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,True
53,ISMAEL ABELARDO RODRIGUEZ CAMPOS ,11114,PATOLOGO ADMIN,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,False
54,LILITH TERESA RAMOS ROMAN ,79789,PATOLOGO ADMIN,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,False
55,MARIO ALBERTO VELASCO HERRERA ,741741,PATOLOGO ADMIN,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,False
56,ESMERALDA KARLA RAMIREZ SEGOVIA ,78945,HISTOTECNO,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,False
1052,ARACELI MARTHA VILLEDA CAMPA ,147852,HISTOTECNO,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,False
1053,ROBERTO CARLOS ROMERO PEREZ ,788859,HISTOTECNO,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,False
1054,AURORA VIOLETA SALGADO PEREIRA ,77788,HISTOTECNO,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,False
1055,FABIOLA GRISELDA CAMARENA GUTIERREZ ,741856,HISTOTECNO,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,False
1056,RAMON JUAREZ VALENCIA ,,JEFE DE URGENCIAS,MEDICINA DE URGENCIAS,False
1057,ALBERTO GALICIA SERRANO ,,ADMINISTRADOR,,False
1058,RUBEN VELAZQUEZ CURIEL ,,ADMINISTRADOR,,True
1059,BENJAMIN H HURTADO SANDOVAL ,1545855,MEDICO URGENCIAS,MEDICINA DE URGENCIAS,True
1060,JANET GONZALEZ JUAREZ ,122212122,MEDICO URGENCIAS,MEDICINA DE URGENCIAS,True
1061,MAYRA QUIÑONES ESTRADA ,15455554,,MEDICINA DE URGENCIAS,False
1062,ANAIS MENDEZ LIMON ,,,MEDICINA DE URGENCIAS,True
1063,JESUS RIVERA FRIAS ,40222798320,AGENDA PACIENTES,MEDICINA GENERAL,True
1064,ADDERLY DE JESUS RIVERA FRIAS ,40220798321,MEDICO URGENCIAS,MEDICINA GENERAL,True
1065,ISAAC VELEZ CUENCA ,,MEDICO REFERENTE,,False
1066,ERIKA SANTOS HERNANDEZ ,98372838,,ENFERMERA CIRCULANTE,False
1067,DIANA ALFARO RAMOS ,,,ENFERMERA CIRCULANTE,False
1068,JUAN SERRANO RODRIGUEZ ,8284250,,ANESTESIOLOGÍA,False
1069,AIDEE SARAI DE LA CRUZ DOMINGUEZ ,11514762,,ANESTESIOLOGÍA,False
1070,MARIA DEL CARMEN HERNANDEZ VELASCO ,98362810,,CIRUGÍA GENERAL,False
1071,SIGMUND RODRIGUEZ ROJAS ,8935518,,GINECOLOGÍA Y OBSTETRICIA,False
1072,WILMER VAYRON RAMIREZ SANCHEZ ,,,ENFERMERA CIRCULANTE,True
1073,JESUS LAGUNAS MUÑOZ ,,MEDICO,NEFROLOGÍA,False
1074,ALBA TONANTZIN HERNANDEZ GUERRERO ,,,DERMATOLOGÍA,False
1075,Lizet Heredia Sánchez ,,ADMINISTRADOR,,True
1076,Eunice Ortega Rodriguez ,,,OFTALMOLOGÍA,False
1077,VIOLETA DEJANIRA ALVAREZ JIMENEZ ,CED 1234,BIÓLOGO M ,BIOLOGIA MOLECULAR (PAT),True
1078,TECNICO BIOLOGIA MOLECULAR ,,,,True
1079,DIEGO HERNANDEZ SALAS ,123456789,ADMINISTRADOR,,False
1080,David Esteban Martinez a ,,MNF RADIOLOGO,,False
2080,Maribel Jiménez Castillo ,,ADMINISTRADOR,,True
2081,Claudia Castillo Hernandez ,5678,ADMINISTRADOR,,True
2082,Ana Maria Cura trespalacios ,22234567,PATOLOGO ADMIN,,False
2085,Lizeth Heredia Sanchez ,,,,False
3083,Janet Resendiz Roque ,1234567,,,True
3084,Dídimo Antonio Páez Clavijo ,80545581,,,False
3085,JUAN MARTINEZ FERNANDEZ ,6789,MED. CIRUJANO,,True
3086,Lizeth Flores Méndez ,,ADMINISTRADOR,,False
3087,Azarel Betsaida Labra Moreno ,,PRUEBA,,False
4087,DEMO COLOMBIA CMR ,,ADMINISTRADOR,RADIOLOGÍA,True
4088,MARIA ELENA MARTINEZ VEGA ,,RECEPCIONISTA,RADIOLOGÍA,False
5087,COLOMBIA TECNICO DEMO COLOMBIA ,43875090,PRUEBA,,False
5088,SUSANA COLOMBIA AGENDA DEMO ,,RECEPCIONISTA,,False
5089,COLOMBIA RADIOLOGO DEMO CMR ,43875099,MNF RADIOLOGO,RADIOLOGÍA,False
5090,DEMO COLOMBIA MEDICO GENERAL demo ,43875002,MEDICO,MEDICINA GENERAL,False
5091,Jorge Solano Rodriguez ,23123436,ADMINISTRADOR,,False
5092,SILVIA MORA PADILLA ,123456,,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,False
5093,PATOLOGO GENERICO ,,,PATOLOGÍA Y ANATOMÍA PATOLÓGICA,False
5094,Javier Zapata Magaña ,,ADMINISTRADOR,,False
5095,INGENIERIA PACS NUEVO INGRESO ,,ADMINISTRADOR,RADIOLOGÍA,True
5096,Maribel Jimenez Castillo ,,,,True
5097,RICARDO GARCIA RIOS ,123456789,RAYOSX IMSS,,False
5098,RICARDO GARCIA RIOS ,123456789,,,False
5099,RICARDO GARCIA RIOS ,123456789,,,True
5100,ADMINISTRADOR CMR ADMIN ,CMR750717,TEST IMAGENOLOGIA,,False
5101,SMRI SMRI SMRI SMRI ,010203040506,TECNICO RADIOLOGO,,False
5102,OMAR FLORES HERNANDEZ ,FOHO990921,ADMINISTRADOR,,False
5103,OMAR PRUEBA1 TEST ,PRUEBA01,AUO BIENESTAR,,True
5104,OMAR PRUEBA2 TEST ,PRUEBA02,SLP MEDICO,,False
5105,OMAR PRUEBA3 TEST ,PRUEBA03,SLP RADIOLOGO,,False
5106,OMAR PRUEBA4 TEST ,PRUEBA04,SLP JEFE DE SERVICIO,,False
5107,RAYOSX RAYOSX ,CMRRAYOSX,,,False
5108,MEDICO PRUEBAS FIRMA APLICACIONES ,06051996,,,True
5109,PERSONAL PRUEBA APLICACION FIRMAS ,123CEDULA,,MEDICINA FAMILIAR,True
5110,PRUEBA CARLOS APLICACION MOVIL ,24680,,,True
5111,JOSE ALBERTO HERNANDEZ PEÑA ,PENDIENTE,,,False
5112,USUARIO NUEVO UNO FIRMAS ,PENDIENTE,,,True
5113,USUARIO NUEVO DOS FIRMAS ,PENDIENTE2,,,True
5114,FIRMAS PRUEBA FERNANDA ,PENDIENTE,,,False
5115,CARLOS SANCHEZ FIRMAS ,1234567GHJKVC,,,False
5116,MARIA FERNANDA ROJO GONZALEZ ,PENDIENTE ,,RADIOLOGÍA,True
5117,PRUEBA Tipo personal MEDICO FIRMAS ,1234567890123,,,False
5118,TEST Test TEST TEST ,CMR12345,TEST IMAGENOLOGIA,,False
5119,LUIS Ramon ESTRADA ,13484478,,,False
5120,NICKO Alex PEÑA SANCHEZ ,01800EMERGENCIA,MEDICO,RADIOLOGÍA,False
5121,EPRUEBA SABA LORA ,402402,MEDICO REFERENTE,,True
